userid,label,friends/follower,inf,type1,type2,type3,times,,,,,,,,,,,
2377818876,1,2.875,0.06,0.595238095,0,0.404761905,1,0,0,0,1,0,1,1,0,0,0,0
2382957589,1,5.125,0.111111111,0.556701031,0,0.443298969,1,0,0,0,1,0,0,1,0,0,0,1
2356047794,1,5,0.013513514,0.637931034,0,0.362068966,1,1,0,0,1,0,0,0,0,0,1,0
2362249506,1,5,0.017857143,0.615384615,0,0.384615385,1,0,1,1,0,0,0,1,0,1,0,0
2377911150,1,7.8,0,0.548387097,0,0.451612903,1,0,0,1,1,0,1,0,0,0,0,0
2370900948,1,13.33333333,0.083333333,0.6,0,0.4,1,0,0,0,0,1,1,0,0,0,0,1
2353619558,1,4.777777778,0,0.622807018,0,0.377192982,1,0,0,0,0,0,1,0,0,1,0,1
2364642542,1,3.636363636,0.015625,0.581818182,0,0.418181818,1,0,1,0,0,1,1,0,0,0,0,1
2350959397,1,7,0,0.686567164,0,0.313432836,1,1,0,0,0,1,0,1,0,1,0,0
2356615854,1,3,0.046875,0.581818182,0,0.418181818,1,1,1,1,0,0,0,0,0,0,1,0
2360436122,1,5,0,0.602150538,0,0.397849462,1,1,0,1,0,0,0,0,0,1,0,0
2367870068,1,5.375,0.01754386,0.587628866,0,0.412371134,1,0,1,0,0,0,1,1,0,0,0,1
2357386314,1,5.5,0,0.602150538,0,0.397849462,1,0,1,1,1,0,0,0,1,0,1,1
2363349115,1,4.555555556,0,0.573770492,0,0.426229508,1,1,1,0,0,1,1,0,0,0,0,1
2383501320,1,5.5,0.014705882,0.739130435,0,0.260869565,1,0,0,0,0,1,0,0,1,0,0,1
2382797689,1,5.833333333,0.037037037,0.606741573,0,0.393258427,1,0,1,0,0,1,0,1,0,0,0,1
2352354552,1,7.166666667,0.066666667,0.671641791,0,0.328358209,1,0,0,0,0,0,0,0,0,1,1,1
2377879488,1,5,0.052631579,0.575757576,0,0.424242424,1,0,0,0,1,0,1,0,0,0,1,0
2360180306,1,3.9,0.073529412,0.601769912,0,0.398230088,1,0,1,0,0,1,0,0,0,0,1,1
2385857006,1,13,0.016393443,0.655913978,0,0.344086022,1,0,1,0,1,0,0,1,0,1,0,0
2363576851,1,3.6,0.083333333,0.588235294,0,0.411764706,1,0,1,0,0,0,0,0,1,0,0,1
2352413964,1,9.25,0.011363636,0.671755725,0,0.328244275,1,0,0,0,1,0,0,0,0,1,1,1
2352807661,1,9.5,0.069767442,0.693548387,0,0.306451613,1,1,0,0,0,0,0,1,0,1,0,1
2368604569,1,38,0,0.603603604,0,0.396396396,1,1,1,0,0,0,1,1,0,0,0,0
2349988380,1,6.8,0,0.598130841,0,0.401869159,1,0,1,0,0,0,0,0,1,0,1,1
2377083871,1,7.6,0.042553191,0.540229885,0,0.459770115,1,0,1,0,1,0,1,0,0,0,0,1
2348486216,1,17.66666667,0.013333333,0.619834711,0,0.380165289,1,0,0,0,0,1,0,0,0,1,0,1
2384214144,1,4.714285714,0.022727273,0.594594595,0,0.405405405,1,0,1,0,1,0,0,1,0,0,1,1
2363046775,1,8,0.027027027,0.649122807,0,0.350877193,1,1,1,0,0,0,0,0,1,0,0,0
2357072516,1,20,0.013513514,0.637931034,0,0.362068966,1,1,0,1,0,0,0,0,1,0,1,1
2384245609,1,9.75,0.015384615,0.607476636,0,0.392523364,1,0,0,1,0,1,1,1,1,1,0,1
2380793118,1,6.142857143,0.015625,0.744186047,0,0.255813953,1,0,0,1,0,1,0,1,0,0,0,1
2360803651,1,20,0.019230769,0.604651163,0,0.395348837,1,0,1,1,0,0,0,0,0,0,1,0
2353121864,1,3.818181818,0,0.672,0,0.328,1,0,0,0,0,0,1,0,0,1,0,1
2355907873,1,7.166666667,0.045454545,0.634615385,0,0.365384615,1,1,0,1,0,0,0,1,0,0,1,1
2377593666,1,3.615384615,0.017857143,0.589473684,0,0.410526316,1,0,0,0,1,0,1,1,0,0,0,1
2381845933,1,14,0.056603774,0.654320988,0,0.345679012,1,0,0,0,1,1,0,0,1,0,0,1
2377853522,1,10.5,0.040816327,0.576470588,0,0.423529412,1,1,0,0,1,0,1,0,1,0,0,1
2383354165,1,7.5,0,0.628865979,0,0.371134021,1,0,0,0,0,1,0,0,1,0,1,1
2378059088,1,6.333333333,0,0.644736842,0,0.355263158,1,0,0,0,1,0,0,1,1,0,1,1
2354283128,1,2.846153846,0.055555556,0.626086957,0,0.373913043,1,1,1,0,1,0,0,0,1,0,1,1
2366209440,1,9.2,0.015384615,0.601851852,0,0.398148148,1,1,0,0,0,1,1,0,0,0,0,1
2357261028,1,7.166666667,0.016393443,0.598039216,0,0.401960784,1,1,0,1,0,0,0,0,0,1,1,1
2353817138,1,13,0.012345679,0.6328125,0,0.3671875,1,0,1,0,0,0,1,0,0,1,1,0
2376435464,1,7.6,0.06122449,0.590361446,0,0.409638554,1,0,0,1,1,0,1,0,1,0,0,1
2370971431,1,11.25,0.017241379,0.585858586,0,0.414141414,1,1,1,0,0,0,1,1,0,0,0,0
2353351447,1,6.8,0.045977011,0.654135338,0,0.345864662,1,0,0,0,0,0,1,0,0,1,1,1
2381832290,1,7,0.042553191,0.56626506,0,0.43373494,1,0,1,0,1,1,0,0,1,0,1,1
2356109287,1,4.222222222,0,0.654135338,0,0.345864662,1,1,0,0,0,0,0,0,0,0,1,1
2379771720,1,13.66666667,0.02173913,0.613333333,0,0.386666667,1,0,0,0,0,1,1,0,1,0,0,1
2352280880,1,10,0.011111111,0.620689655,0.013793103,0.365517241,0,0,1,0,1,0,0,0,1,1,1,1
2352902946,1,11.25,0.014084507,0.606837607,0,0.393162393,1,1,0,0,0,0,0,0,0,1,1,0
2353047476,1,7.166666667,0,0.631578947,0,0.368421053,1,0,0,1,0,0,0,0,0,1,0,1
2384234527,1,6.833333333,0.018181818,0.639534884,0,0.360465116,1,0,0,1,1,1,0,1,0,1,0,1
2352102996,1,10.5,0.02247191,0.700787402,0,0.299212598,1,0,0,0,0,1,0,0,1,1,0,1
2377740938,1,8,0.017857143,0.622222222,0,0.377777778,1,0,0,0,1,0,1,0,0,0,1,1
2357692926,1,13.66666667,0.040540541,0.611570248,0,0.388429752,0,1,0,1,1,0,0,0,0,0,1,1
2362149644,1,9.5,0.039215686,0.6,0,0.4,1,0,0,1,1,0,0,0,0,0,0,1
2351516604,1,26,0.014925373,0.603603604,0,0.396396396,1,0,1,0,0,0,0,0,0,0,1,1
2351747839,1,7.166666667,0.024691358,0.623076923,0,0.376923077,1,0,1,0,1,0,1,0,1,1,0,1
2386421436,1,21.5,0.136363636,0.556962025,0,0.443037975,1,0,0,0,1,1,0,0,1,0,1,1
2380444051,1,6.6,0.019607843,0.536842105,0,0.463157895,1,0,0,0,1,0,0,1,0,0,1,1
2384085973,1,6.142857143,0.017241379,0.597938144,0,0.402061856,1,0,0,1,0,1,0,1,0,0,0,1
2355866119,1,5.625,0,0.664122137,0.030534351,0.305343511,1,0,1,0,1,0,0,0,0,1,1,1
2384555508,1,13,0.037735849,0.595505618,0,0.404494382,1,0,0,0,0,1,0,1,0,1,1,1
2362055604,1,4.555555556,0,0.575757576,0,0.424242424,1,0,0,1,0,0,0,0,0,0,0,1
2359876428,1,11,0.04,0.60483871,0,0.39516129,1,1,0,0,0,0,0,0,0,0,1,1
2351766690,1,4.2,0.010989011,0.654676259,0,0.345323741,1,0,0,1,0,1,0,0,0,1,1,1
2352753792,1,5.714285714,0.024096386,0.163708087,0.735700197,0.100591716,1,0,0,0,1,0,0,0,1,1,1,1
2360246544,1,12.66666667,0.03125,0.703296703,0,0.296703297,1,0,0,1,1,0,0,0,0,0,0,1
2378379048,1,15.33333333,0.022222222,0.576923077,0,0.423076923,1,1,0,0,1,0,0,1,1,0,0,1
2356879860,1,21,0,0.666666667,0,0.333333333,0,1,0,0,0,0,0,0,1,0,1,1
2358350287,1,6.833333333,0.014084507,0.591666667,0,0.408333333,1,1,0,0,0,0,1,0,0,1,0,1
2352089371,1,6.833333333,0.0625,0.625,0,0.375,1,1,0,0,0,1,0,0,0,1,1,1
2352031064,1,6.428571429,0.090909091,0.663793103,0,0.336206897,1,0,0,0,0,0,0,0,0,1,1,1
2357605212,1,2.857142857,0.0625,0.581818182,0,0.418181818,1,1,0,1,0,0,0,0,0,1,1,1
2348295690,1,10.6,0.022222222,0.692307692,0,0.307692308,1,1,0,0,0,1,0,0,0,1,1,1
2383376780,1,3.818181818,0.018867925,0.576086957,0,0.423913043,1,0,0,0,0,1,1,0,1,0,0,1
2371188524,1,5.125,0,0.626262626,0,0.373737374,1,0,0,0,0,0,1,1,0,0,0,1
2353724971,1,17.5,0.01369863,0.663636364,0,0.336363636,1,0,1,0,1,0,0,1,0,0,0,1
2378500051,1,5.5,0.033898305,0.634408602,0,0.365591398,1,0,0,1,1,0,0,1,0,0,0,1
2380749122,1,6,0.04,0.574712644,0,0.425287356,1,0,0,1,0,1,0,0,1,0,0,1
2358752732,1,3.8,0,0.589285714,0,0.410714286,1,1,1,0,1,0,0,0,0,0,1,1
2357190121,1,5.5,0.043478261,0.616071429,0,0.383928571,1,1,0,1,1,0,0,0,0,1,0,1
2358458424,1,5.857142857,0.029850746,0.582608696,0,0.417391304,0,1,0,1,0,0,0,0,0,1,0,1
2377541917,1,3.272727273,0.039215686,0.6,0,0.4,1,1,1,0,1,0,1,1,0,0,0,1
2357220996,1,5.25,0,0.56043956,0,0.43956044,1,1,1,1,0,0,0,0,0,0,1,1
2384562583,1,36,0.018518519,0.586956522,0,0.413043478,1,1,0,0,0,1,0,1,0,0,1,1
2360647470,1,5.625,0.016666667,0.606060606,0,0.393939394,0,1,1,1,0,1,0,0,0,0,0,1
2363058156,1,4.8,0.016393443,0.598039216,0,0.401960784,1,1,1,0,0,0,0,0,1,0,0,1
2375950873,1,7.8,0.02,0.609756098,0,0.390243902,0,1,0,0,1,0,1,1,0,0,0,1
2356911834,1,10,0.02739726,0.623931624,0,0.376068376,0,1,0,0,0,0,0,0,1,1,1,1
2354497658,1,8.6,0.011627907,0.74137931,0,0.25862069,1,0,0,1,0,0,1,0,0,0,1,1
2353133384,1,6.833333333,0.010204082,0.710144928,0,0.289855072,1,0,0,0,1,0,1,0,0,1,0,1
2359881666,1,6.428571429,0.142857143,0.538461538,0,0.461538462,0,1,0,1,0,0,0,0,0,0,0,1
2362025534,1,7,0.019230769,0.584269663,0,0.415730337,1,0,1,1,0,0,0,0,0,0,1,1
2361797126,1,11,0,0.629213483,0,0.370786517,1,0,0,1,0,0,0,1,0,1,1,1
2386462008,1,7.833333333,0,0.564705882,0,0.435294118,0,0,1,0,0,1,0,0,1,0,0,1
2357151722,1,6.666666667,0.016666667,0.612244898,0,0.387755102,0,1,1,0,1,0,0,0,1,0,1,1
2353162921,1,6.833333333,0.026315789,0.62295082,0,0.37704918,0,1,0,0,0,0,0,0,0,0,1,1
2360100590,1,4.5,0,0.657142857,0,0.342857143,1,1,0,1,0,0,1,1,0,0,0,1
2370697182,1,8,0.04109589,0.640350877,0,0.359649123,1,0,1,0,0,1,1,0,0,0,0,1
2384209956,1,13,0,0.545454545,0,0.454545455,0,0,0,0,1,1,0,0,1,0,1,1
2381141238,1,6.166666667,0.033333333,0.705882353,0,0.294117647,0,0,1,0,0,1,0,0,1,0,0,1
2377056618,1,7.4,0,0.575,0,0.425,1,1,0,0,1,0,1,0,0,0,0,1
2363660318,1,7.333333333,0.028571429,0.673076923,0,0.326923077,1,0,1,0,0,0,0,0,1,0,0,1
2383181557,1,5.857142857,0.020833333,0.564705882,0,0.435294118,1,1,0,0,0,1,0,1,0,0,0,1
2350539337,1,12.5,0.028985507,0.605263158,0,0.394736842,0,0,0,0,1,0,0,0,0,1,1,1
2361648698,1,19,0.046875,0.615384615,0,0.384615385,1,0,1,1,0,0,0,1,0,1,0,1
2362550521,1,4.3,0.079365079,0.623762376,0,0.376237624,1,1,0,0,0,0,0,1,0,0,0,1
2380888711,1,4.444444444,0,0.555555556,0,0.444444444,0,1,0,0,1,1,0,1,0,1,1,1
2351130559,1,5.714285714,0.025974026,0.620967742,0,0.379032258,1,0,0,0,0,0,0,0,0,1,1,1
2357378532,1,7.6,0.048387097,0.645833333,0,0.354166667,0,1,0,1,1,0,0,0,1,0,1,1
2359097959,1,3.166666667,0,0.55952381,0,0.44047619,0,1,0,1,1,0,0,1,0,0,1,1
2386642392,1,9.2,0,0.619047619,0,0.380952381,0,0,0,0,1,1,0,1,0,0,0,1
2360273719,1,5.285714286,0.016666667,0.588235294,0,0.411764706,1,1,0,1,0,0,0,1,1,0,1,0
2353126939,1,7,0.037037037,0.623076923,0,0.376923077,1,0,0,0,0,1,1,1,0,1,1,1
2354975202,1,7,0.048192771,0.685950413,0,0.314049587,1,0,1,0,0,0,0,0,0,0,1,1
2377029840,1,6.166666667,0.041666667,0.6,0,0.4,1,0,0,0,1,0,1,0,1,0,1,1
2354901288,1,12.33333333,0,0.634328358,0,0.365671642,1,1,0,0,0,0,1,1,0,0,1,1
2383388173,1,7,0.038461538,0.577777778,0,0.422222222,0,0,0,1,0,1,0,1,0,0,1,1
2353278416,1,5.75,0.023255814,0.646616541,0,0.353383459,1,0,0,0,0,0,1,0,0,1,1,0
2213054796,1,3.076086957,0.049295775,0.759358289,0.032085561,0.20855615,0,1,0,1,0,0,1,0,1,0,1,1
2363654694,1,6.5,0.017241379,0.563106796,0,0.436893204,1,0,1,0,0,0,0,0,1,0,1,0
2361813229,1,11.75,0.043478261,0.575,0,0.425,1,0,1,1,1,0,0,0,1,0,1,1
2357284867,1,7.4,0.027027027,0.666666667,0,0.333333333,0,1,0,1,1,0,0,0,0,1,1,1
2356626554,1,6.666666667,0.015384615,0.613207547,0,0.386792453,0,1,1,0,0,0,0,0,1,0,1,1
2358340981,1,5.857142857,0.017857143,0.595744681,0,0.404255319,0,1,0,1,1,0,0,0,0,0,1,1
2357929946,1,6.166666667,0,0.642201835,0,0.357798165,1,1,0,0,0,0,0,0,0,0,1,1
2349193004,1,5,0.023809524,0.646153846,0,0.353846154,1,0,1,0,0,1,0,0,0,1,1,1
2378075172,1,8.75,0,0.602564103,0,0.397435897,0,0,0,1,1,1,0,1,0,1,1,1
2382774300,1,6,0.022222222,0.555555556,0,0.444444444,0,1,0,0,1,1,0,0,1,0,1,1
2384412751,1,2.8,0.06557377,0.616161616,0,0.383838384,1,0,1,0,0,1,0,0,1,0,1,1
2384189652,1,21,0.045454545,0.536585366,0,0.463414634,0,1,0,0,0,1,0,0,1,1,1,1
2359741370,1,2.583333333,0.016949153,0.578431373,0,0.421568627,0,1,0,1,0,1,0,0,0,0,1,1
2356237255,1,9,0.011904762,0.661417323,0,0.338582677,1,1,0,1,0,0,0,1,0,0,1,1
2352263454,1,5.222222222,0.010638298,0.630872483,0,0.369127517,0,0,0,1,0,1,0,0,0,1,1,1
2368549159,1,7.75,0.051282051,0.684210526,0,0.315789474,0,1,0,0,1,1,1,0,0,0,1,1
2356306476,1,10.25,0.026315789,0.64957265,0,0.35042735,0,0,0,0,0,0,0,1,0,0,1,1
2359951080,1,3.777777778,0,0.604477612,0,0.395522388,0,1,0,0,1,1,0,0,0,0,1,1
2349862765,1,3.416666667,0.026315789,0.644067797,0,0.355932203,1,0,0,0,1,0,1,0,0,1,1,1
2382648331,1,5,0,0.666666667,0,0.333333333,0,0,0,0,0,1,0,0,1,0,1,1
2363678732,1,4.777777778,0.042253521,0.651376147,0,0.348623853,1,1,1,0,0,0,0,0,1,0,1,1
2359423728,1,4.3,0,0.66,0,0.34,0,1,0,0,0,1,0,0,0,0,1,1
2380303262,1,8.5,0.070175439,0.59375,0,0.40625,1,0,0,1,0,1,0,1,0,0,1,0
2351976828,1,5.111111111,0.037974684,0.658333333,0,0.341666667,1,0,0,0,0,0,0,0,0,1,1,1
109905756,1,0.387410772,2.722488038,0.392120075,0.158536585,0.44934334,0,0,0,0,0,0,0,1,1,1,1,1
2370448254,1,14.66666667,0.06557377,0.64893617,0,0.35106383,1,0,1,0,0,0,1,0,0,0,1,1
2352390084,1,5.857142857,0.011363636,0.656716418,0,0.343283582,0,0,0,0,1,0,0,0,1,1,1,1
2213012017,1,2.78125,0.085106383,0.758064516,0.032258065,0.209677419,0,1,0,1,0,0,1,0,1,0,1,1
2359859226,1,6,0.093333333,0.688073394,0,0.311926606,0,1,0,0,1,1,0,0,0,0,1,1
2384440958,1,6.5,0.107142857,0.666666667,0,0.333333333,0,0,1,0,0,1,0,0,1,0,1,1
2354580744,1,6.333333333,0.158536585,0.134206219,0.803600655,0.062193126,0,0,0,0,1,1,0,0,1,1,1,1
2386347198,1,5.25,0.076923077,0.577777778,0,0.422222222,1,0,0,1,1,1,1,0,1,0,1,0
2384487582,1,6.833333333,0.02,0.602409639,0,0.397590361,0,0,0,1,1,1,0,1,0,0,1,1
2376920149,1,6.166666667,0.045454545,0.564102564,0,0.435897436,0,0,0,1,1,0,1,0,0,0,1,1
279715787,1,2.21875,0.158399098,0.559621451,0.124605678,0.315772871,1,1,1,0,0,0,0,0,1,1,1,1
16195340,1,0.03226363,0.187585734,0.899444787,0.053362122,0.047193091,1,0,1,0,0,0,0,1,1,1,0,1
2384122268,1,21,0,0.524390244,0,0.475609756,1,0,0,1,0,1,0,0,1,0,1,1
2380735502,1,8.5,0,0.663043478,0,0.336956522,1,1,1,1,0,1,0,0,1,0,1,1
2353496768,1,5,0.012987013,0.62601626,0,0.37398374,1,0,1,0,0,0,1,0,0,1,1,1
2352546932,1,11.75,0,0.630252101,0,0.369747899,1,0,1,0,0,1,0,0,0,1,1,1
2352309080,1,3.8,0.02020202,0.697183099,0,0.302816901,1,0,0,0,0,0,1,0,1,1,1,1
2381305999,1,8.75,0.058823529,0.6,0,0.4,0,0,0,1,1,0,0,1,0,0,1,1
2352603318,1,6.714285714,0.025,0.64516129,0,0.35483871,0,0,0,0,1,1,0,0,0,1,1,1
2363897840,1,4,0.134328358,0.582608696,0,0.417391304,1,1,1,0,0,0,0,0,1,0,0,1
2381827916,1,9,0.06122449,0.544444444,0,0.455555556,0,0,0,1,0,1,0,0,1,0,1,1
2362511365,1,11,0.113207547,0.540816327,0,0.459183673,1,0,1,1,0,0,0,0,0,1,1,1
2356072284,1,15.66666667,0.010869565,0.657142857,0,0.342857143,1,0,0,1,1,0,0,1,1,0,1,1
2361364111,1,10.5,0.070175439,0.626373626,0,0.373626374,1,1,1,1,0,0,0,0,0,1,1,0
2382574704,1,17.5,0,0.569767442,0,0.430232558,0,0,0,0,0,0,0,1,0,0,1,1
2364730393,1,10.75,0,0.614678899,0,0.385321101,1,1,1,0,0,0,0,0,1,0,0,0
2361601950,1,7.333333333,0.016129032,0.59047619,0,0.40952381,0,1,1,1,1,1,0,0,0,1,1,1
2359964000,1,3.888888889,0.052631579,0.581632653,0,0.418367347,1,1,0,1,0,0,0,1,1,0,1,1
2366444616,1,8.6,0,0.619047619,0,0.380952381,1,1,1,1,0,0,0,1,0,0,0,1
2351576282,1,21.5,0.012195122,0.621212121,0,0.378787879,1,0,0,0,0,1,0,0,0,1,1,1
2353851193,1,5.25,0.012048193,0.664,0,0.336,1,1,0,0,0,0,1,0,0,1,1,1
2352739142,1,8.8,0.012658228,0.675213675,0,0.324786325,1,0,0,0,0,0,0,0,0,1,1,0
2374653618,1,9,0.03030303,0.666666667,0,0.333333333,0,1,0,1,1,0,0,1,0,0,1,1
2352229670,1,3.666666667,0.024390244,0.672131148,0,0.327868852,1,0,0,0,0,0,0,0,0,1,1,1
2360933791,1,5.375,0.041666667,0.545454545,0,0.454545455,1,0,0,1,0,0,0,0,1,0,1,1
2358501398,1,5.571428571,0,0.616071429,0,0.383928571,0,1,0,0,1,0,0,0,0,1,1,1
2383337442,1,7.6,0.032786885,0.655913978,0,0.344086022,0,1,0,1,0,1,1,0,1,0,1,1
2384569254,1,13.33333333,0.02,0.588235294,0,0.411764706,0,0,1,1,1,1,0,0,0,0,1,1
2377636812,1,6.333333333,0.02173913,0.554216867,0,0.445783133,0,0,0,0,1,1,1,1,0,0,1,1
2354086532,1,7.2,0,0.584615385,0,0.415384615,1,1,1,0,0,0,1,0,0,0,1,1
2381017446,1,17.5,0.040816327,0.544444444,0,0.455555556,0,0,0,1,1,0,0,1,0,0,1,1
2364055700,1,14,0.014285714,0.707070707,0,0.292929293,1,0,1,0,0,0,1,0,0,0,1,1
2382987302,1,4,0.06557377,0.628865979,0,0.371134021,1,0,0,0,1,0,1,1,1,0,1,1
2352344178,1,4.555555556,0,0.6484375,0,0.3515625,1,1,0,0,0,1,0,1,0,1,1,1
2364225000,1,14.66666667,0.036363636,0.585106383,0,0.414893617,1,1,1,0,0,0,0,0,1,0,1,0
2352139603,1,7.5,0,0.64,0,0.36,1,0,0,0,0,1,0,0,0,1,1,1
2384393640,1,8.25,0.071428571,0.622222222,0,0.377777778,1,0,1,1,1,0,1,1,0,1,1,0
2357448985,1,7.166666667,0.015151515,0.634615385,0,0.365384615,0,1,0,1,0,0,0,0,1,0,1,1
2368305764,1,21.5,0,0.596153846,0,0.403846154,1,1,1,0,0,0,1,0,0,0,1,0
2355686250,1,9,0.011764706,0.639097744,0,0.360902256,1,1,1,0,0,0,0,1,0,0,1,0
2358593826,1,3.636363636,0,0.646017699,0,0.353982301,0,1,0,0,1,1,0,0,0,1,1,1
2377028120,1,13,0,0.556962025,0,0.443037975,1,1,1,0,1,0,1,0,0,0,1,0
2377444080,1,6.166666667,0,0.545454545,0,0.454545455,1,1,0,0,1,0,0,1,0,0,1,0
2352320089,1,6.142857143,0.015384615,0.601851852,0,0.398148148,1,0,0,0,0,0,0,1,0,1,1,0
2362199270,1,6.833333333,0,0.616438356,0,0.383561644,1,0,1,1,1,0,0,0,0,1,1,0
2355179676,1,5,0,0.593220339,0,0.406779661,0,1,0,0,1,0,0,0,0,0,1,0
2356203122,1,4.555555556,0,0.628318584,0,0.371681416,1,0,1,1,0,0,0,0,0,0,1,1
2352023060,1,5.375,0.026666667,0.652173913,0,0.347826087,1,0,0,0,0,0,0,1,0,1,1,0
2359615034,1,19.5,0.056338028,0.612068966,0,0.387931034,1,0,1,0,0,1,0,0,0,0,1,1
2372894557,1,8.4,0.028571429,0.636363636,0,0.363636364,1,1,0,0,0,0,1,1,0,0,1,1
2271452346,1,13.65,0.023474178,0.253571429,0.55,0.196428571,1,0,1,1,1,1,1,0,0,1,1,1
2379096589,1,18,0.038461538,0.597701149,0,0.402298851,1,0,0,0,1,1,0,0,0,0,1,0
2384382920,1,7.8,0.052631579,0.612903226,0,0.387096774,0,0,0,0,0,1,0,0,1,0,1,1
2377545649,1,6.5,0.043478261,0.567901235,0,0.432098765,1,0,1,0,1,0,1,0,0,0,1,0
2377980812,1,4.1,0.083333333,0.631578947,0,0.368421053,0,0,0,0,1,0,1,0,0,0,1,1
2352687170,1,10,0.01369863,0.613445378,0.025210084,0.361344538,0,0,0,0,0,0,0,0,1,1,1,1
2358083312,1,4.555555556,0.031746032,0.6,0,0.4,0,1,0,0,0,1,0,0,1,0,1,1
2385366524,1,8,0.125,0.636363636,0,0.363636364,0,1,0,0,0,1,1,0,1,0,1,1
2376463986,1,7.8,0.015625,0.62745098,0,0.37254902,1,1,0,0,1,0,1,0,0,1,0,0
2372379782,1,5.25,0,0.701030928,0,0.298969072,1,0,1,0,0,0,1,0,0,1,1,1
2356728386,1,8.8,0.0125,0.62992126,0,0.37007874,1,1,0,0,0,0,0,0,1,1,1,1
2364200005,1,8.75,0.028169014,0.628318584,0,0.371681416,1,1,1,0,0,0,0,1,0,0,1,1
2375328500,1,7.6,0.073170732,0.640625,0,0.359375,1,0,1,1,1,0,0,1,0,1,1,0
2351895102,1,5.857142857,0.012195122,0.650793651,0,0.349206349,0,0,0,0,1,0,1,0,1,1,1,1
2357788195,1,4.857142857,0.018181818,0.55,0,0.45,1,0,1,1,0,0,0,0,0,1,1,1
2383454876,1,8.6,0,0.64556962,0,0.35443038,0,0,0,0,1,1,0,1,0,1,1,1
2363643973,1,4.75,0.029850746,0.650485437,0,0.349514563,1,1,1,0,0,0,0,0,1,1,0,0
2356175006,1,9.75,0.053191489,0.686131387,0,0.313868613,1,1,0,1,0,0,0,1,0,1,1,1
2374739755,1,12.33333333,0.038461538,0.604651163,0,0.395348837,0,0,1,0,1,0,0,1,0,1,1,1
2385594379,1,3.545454545,0.016666667,0.571428571,0,0.428571429,1,0,0,0,0,1,0,1,0,1,1,1
2352566840,1,17,0,0.623076923,0,0.376923077,1,0,1,0,0,0,0,0,0,1,1,0
2374394922,1,7.6,0.019230769,0.634146341,0,0.365853659,0,1,0,0,0,1,1,0,1,1,1,0
2364669469,1,4,0,0.696969697,0,0.303030303,1,0,0,0,0,0,1,1,0,1,1,1
2360374514,1,5.857142857,0,0.63,0,0.37,1,1,0,1,0,0,0,1,0,1,1,0
2383942940,1,8.2,0,0.638297872,0,0.361702128,0,0,0,1,1,1,0,1,0,1,1,0
2352783650,1,7.333333333,0.011363636,0.642335766,0,0.357664234,1,0,0,0,0,1,0,0,1,1,1,1
2357115660,1,6,0.042857143,0.588235294,0,0.411764706,1,1,1,1,0,0,0,0,1,1,1,0
2357379750,1,10,0.03125,0.592592593,0,0.407407407,1,1,0,0,1,0,0,0,0,1,1,1
2367715566,1,7.166666667,0.013888889,0.605042017,0,0.394957983,1,1,0,0,0,0,0,0,0,1,1,1
2383828752,1,4.333333333,0,0.608108108,0,0.391891892,1,0,0,0,0,1,0,0,1,1,1,0
2372796062,1,7.333333333,0.031746032,0.623762376,0,0.376237624,1,0,0,0,0,1,1,0,0,1,0,1
2352952662,1,7.333333333,0.013513514,0.621848739,0,0.378151261,1,1,0,0,0,0,0,0,1,1,1,0
2359843627,1,7.666666667,0.015384615,0.607476636,0,0.392523364,0,1,0,0,1,1,0,0,0,1,1,1
2362501692,1,8,0.014285714,0.603448276,0,0.396551724,1,1,0,0,0,0,1,1,0,0,1,0
2351220788,1,4.888888889,0.023529412,0.669291339,0,0.330708661,1,0,0,0,1,0,0,0,1,1,1,1
2354882616,1,10.75,0.014492754,0.650943396,0,0.349056604,0,1,0,1,0,0,0,0,0,1,1,1
2356315998,1,7,0,0.672131148,0,0.327868852,0,0,0,0,1,0,0,1,0,0,1,0
2356281668,1,8.2,0,0.656,0,0.344,0,0,1,0,0,0,0,1,0,1,1,0
2372349630,1,5.142857143,0.02739726,0.715686275,0,0.284313725,1,1,0,0,0,1,0,0,0,1,1,1
2385004128,1,22.5,0.019607843,0.586206897,0,0.413793103,0,0,0,0,1,0,0,1,1,1,0,0
143894405,1,0.432462568,1.69527897,0.727897532,0.134020619,0.138081849,0,0,0,0,0,1,1,1,1,1,1,0
2385981120,1,4,0,0.554216867,0,0.445783133,0,0,0,0,0,1,0,0,1,0,0,1
2374615328,1,7.166666667,0.016666667,0.659340659,0,0.340659341,0,0,0,0,1,0,1,1,1,0,0,0
2370803990,1,3.666666667,0,0.596774194,0,0.403225806,1,0,1,0,0,0,0,0,1,1,0,0
2352579308,1,3.7,0.012048193,0.685950413,0,0.314049587,0,0,0,0,1,0,1,0,1,1,1,1
2371006615,1,6.8,0,0.612068966,0,0.387931034,1,0,1,0,0,0,1,1,1,1,0,0
2364975595,1,19.5,0.015625,0.598130841,0,0.401869159,1,0,1,1,0,0,0,1,1,0,0,1
2377827835,1,9,0.015384615,0.637254902,0,0.362745098,0,0,0,0,1,0,1,0,1,0,1,0
2370408116,1,6.333333333,0,0.628318584,0,0.371681416,1,0,1,0,0,1,0,0,1,0,1,1
2359005132,1,6.142857143,0.014925373,0.676767677,0,0.323232323,0,1,0,0,0,1,0,0,1,0,1,1
2357826733,1,4.25,0.056338028,0.63963964,0,0.36036036,0,1,0,0,0,1,0,0,1,1,1,1
